palle ID,palle Name,Upabasti ID,Created On,Updated On
8010101001,Shanthi Nagar,8010101001,07-Jan-21,07-Jan-21
8010101002,New Shanthi Nagar,8010101002,07-Jan-21,07-Jan-21
8010101003,Padmavathi Colony,8010101003,07-Jan-21,07-Jan-21
8010101004,Satya Nagar,8010101004,07-Jan-21,07-Jan-21
8010102005,Vijayapuri colony,8010102005,07-Jan-21,07-Jan-21
8010102006,New Vijayapuri colony,8010102006,07-Jan-21,07-Jan-21
8010102007,Saibaba colony,8010102007,07-Jan-21,07-Jan-21
8010103008,Laxma Reddy Colony,8010103008,07-Jan-21,07-Jan-21
8010103009,Hanuma sainagar ,8010103009,07-Jan-21,07-Jan-21
8010103010,Survey Colony,8010103010,07-Jan-21,07-Jan-21
8010104011,Surya Nagar,8010104011,07-Jan-21,07-Jan-21
8010104012,Rajnagar,8010104012,07-Jan-21,07-Jan-21
8010105013,Bharath Nagar,8010105013,07-Jan-21,07-Jan-21
8010105014,Vinayak Nagar,8010105014,07-Jan-21,07-Jan-21
8010106015,Kumari Basti,8010106015,07-Jan-21,07-Jan-21
8010106016,Sri Rama colony,8010106016,07-Jan-21,07-Jan-21
8010106017,kamari Basti,8010106017,07-Jan-21,07-Jan-21
8010106018,Chakali Bast,8010106018,07-Jan-21,07-Jan-21
8010107019,Gandhi Nagar,8010107019,07-Jan-21,07-Jan-21
8010107020,swarup Reddy colony,8010107020,07-Jan-21,07-Jan-21
8010107021,Balaji Nagar (South swaroop nagar),8010107021,07-Jan-21,07-Jan-21
8010108022,South Swaroop Nagar,8010108022,07-Jan-21,07-Jan-21
8010108023,sri sri nagar,8010108023,07-Jan-21,07-Jan-21
8010109024,Ganesh Nagar ,8010109024,07-Jan-21,07-Jan-21
8010109025,New Bharath Nagar,8010109025,07-Jan-21,07-Jan-21
8010109026,Hanuman Nagar,8010109026,07-Jan-21,07-Jan-21
8010109027,Kaveri Nagar,8010109027,07-Jan-21,07-Jan-21
8010109028,Amrutha Colony,8010109028,07-Jan-21,07-Jan-21
8010110029,Srinivasa colony,8010110029,07-Jan-21,07-Jan-21
8010110030,Budagajangala colony,8010110030,07-Jan-21,07-Jan-21
8010110031,Dwaraka Nagar,8010110031,07-Jan-21,07-Jan-21
8010111032,Swaroop Nagar,8010111032,07-Jan-21,07-Jan-21
8010111033,Balaji Hills,8010111033,07-Jan-21,07-Jan-21
8010212034,Prasanth Nagar,8010212034,07-Jan-21,07-Jan-21
8010212035,Dharmapuri colony,8010212035,07-Jan-21,07-Jan-21
8010212036,Bank colony,8010212036,07-Jan-21,07-Jan-21
8010213037,Beerappagada,8010213037,07-Jan-21,07-Jan-21
8010213038,P & T Colony,8010213038,07-Jan-21,07-Jan-21
8010213039,Srinagar colony,8010213039,07-Jan-21,07-Jan-21
8010214040,Sitharama colony,8010214040,07-Jan-21,07-Jan-21
8010214041,Teachers colony,8010214041,07-Jan-21,07-Jan-21
8010214042,High court colony,8010214042,07-Jan-21,07-Jan-21
8010215043,Kalyanpuri ,8010215043,07-Jan-21,07-Jan-21
8010215044,Sri Raghavendra Nagar,8010215044,07-Jan-21,07-Jan-21
8010215045,East Kalyanpuri ,8010215045,07-Jan-21,07-Jan-21
8010215046,Balaji enclave,8010215046,07-Jan-21,07-Jan-21
8010216047,Markandeya Nagar,8010216047,07-Jan-21,07-Jan-21
8010216048,Chilukeshwara Gutta,8010216048,07-Jan-21,07-Jan-21
8010217049,Mallikarjuna Nagar,8010217049,07-Jan-21,07-Jan-21
8010217050,North Kalyanpuri,8010217050,07-Jan-21,07-Jan-21
8010218051,Adharsh Nagar,8010218051,07-Jan-21,07-Jan-21
8010218052,Ganesh Nagar,8010218052,07-Jan-21,07-Jan-21
8010219053,New Ramnagar,8010219053,07-Jan-21,07-Jan-21
8010219054,Kumari kunta,8010219054,07-Jan-21,07-Jan-21
8010220055,Shivalayam ,8010220055,07-Jan-21,07-Jan-21
8010220056,Bodrai,8010220056,07-Jan-21,07-Jan-21
8010221057,Padmavathi Nagar,8010221057,07-Jan-21,07-Jan-21
8010221058,Balaji Hills,8010221058,07-Jan-21,07-Jan-21
8010221059,Srinivasa Heights,8010221059,07-Jan-21,07-Jan-21
8010222060,Hema nagar,8010222060,07-Jan-21,07-Jan-21
8010222061,Edaiah nagar,8010222061,07-Jan-21,07-Jan-21
8010222062,Rajashekar colony,8010222062,07-Jan-21,07-Jan-21
8010323063,Naacharam,8010323063,07-Jan-21,07-Jan-21
8010323064,Sri Ram Nagar,8010323064,07-Jan-21,07-Jan-21
8010323065,Ambedkar nagar,8010323065,07-Jan-21,07-Jan-21
8010323066,Ram Reddy Nagar,8010323066,07-Jan-21,07-Jan-21
8010323067,Gandhi Nagar,8010323067,07-Jan-21,07-Jan-21
8010324068,Veera Savarkar Nagar,8010324068,07-Jan-21,07-Jan-21
8010324069,Hanuman Nagar,8010324069,07-Jan-21,07-Jan-21
8010324070,Baba Nagar,8010324070,07-Jan-21,07-Jan-21
8010324071,Singam Chervu,8010324071,07-Jan-21,07-Jan-21
8010324072,Durga Nagar,8010324072,07-Jan-21,07-Jan-21
8010325073,Shanti Gardens,8010325073,07-Jan-21,07-Jan-21
8010325074,Block Signature,8010325074,07-Jan-21,07-Jan-21
8010325075,SuryaChandra colony,8010325075,07-Jan-21,07-Jan-21
8010325076,Concrete Plaza,8010325076,07-Jan-21,07-Jan-21
8010326077,Raghvendra Nagar,8010326077,07-Jan-21,07-Jan-21
8010326078,Annapurna Colony,8010326078,07-Jan-21,07-Jan-21
8010326079,Indra nagar,8010326079,07-Jan-21,07-Jan-21
8010326080,Ravindra Nagar,8010326080,07-Jan-21,07-Jan-21
8010326081,Sai Nagar,8010326081,07-Jan-21,07-Jan-21
8010327082,Karthikeya Nagar,8010327082,07-Jan-21,07-Jan-21
8010327083,Rajiv Nagar,8010327083,07-Jan-21,07-Jan-21
8010327084,Erra Kunta,8010327084,07-Jan-21,07-Jan-21
8010327085,Veera Reddy Nagar,8010327085,07-Jan-21,07-Jan-21
8010328086,Snehapuri Nagar Colony,8010328086,07-Jan-21,07-Jan-21
8010328087,Nagarjun Nagar,8010328087,07-Jan-21,07-Jan-21
8010328088, Bhavani Nagar,8010328088,07-Jan-21,07-Jan-21
8010328089,P &T colony,8010328089,07-Jan-21,07-Jan-21
8010328090,VST colony,8010328090,07-Jan-21,07-Jan-21
8010329091,HMT Nagar,8010329091,07-Jan-21,07-Jan-21
8010329092,IICT colony,8010329092,07-Jan-21,07-Jan-21
8010329093,Bapuji Nagar,8010329093,07-Jan-21,07-Jan-21
8010329094,Sarswathi Nagar colony,8010329094,07-Jan-21,07-Jan-21
8010329095,Nagendra Nagar,8010329095,07-Jan-21,07-Jan-21
8010430096,Mallapur,8010430096,07-Jan-21,07-Jan-21
8010430097,Old Mallapur,8010430097,07-Jan-21,07-Jan-21
8010430098,May Flower Heights,8010430098,07-Jan-21,07-Jan-21
8010431099,Bhavani Nagar ,8010431099,07-Jan-21,07-Jan-21
8010431100,Janapriya Apartments,8010431100,07-Jan-21,07-Jan-21
8010431101,SV Nagar,8010431101,07-Jan-21,07-Jan-21
8010431102,New Bhavani nagar,8010431102,07-Jan-21,07-Jan-21
8010432103,K L Reddy Nagar,8010432103,07-Jan-21,07-Jan-21
8010432104,HCL Colony,8010432104,07-Jan-21,07-Jan-21
8010432105,Green Hills colony,8010432105,07-Jan-21,07-Jan-21
8010433106,Surya Nagar Colony,8010433106,07-Jan-21,07-Jan-21
8010433107,Bank Colony,8010433107,07-Jan-21,07-Jan-21
8010433108,Venkataramana colony,8010433108,07-Jan-21,07-Jan-21
8010434109,Gokul Nagar,8010434109,07-Jan-21,07-Jan-21
8010434110,Shakti sai Nagar,8010434110,07-Jan-21,07-Jan-21
8010434111,chanikyapuri colony,8010434111,07-Jan-21,07-Jan-21
8010435112,Narasihma Nagar,8010435112,07-Jan-21,07-Jan-21
8010435113,Annapurna Colony,8010435113,07-Jan-21,07-Jan-21
8010435114,NTR Nagar,8010435114,07-Jan-21,07-Jan-21
8010536115,Boduppal,8010536115,07-Jan-21,07-Jan-21
8010536116,Penta Reddy Colony,8010536116,07-Jan-21,07-Jan-21
8010536117,Saraswathi Colony,8010536117,07-Jan-21,07-Jan-21
8010536118,Ram Reddy Nagar,8010536118,07-Jan-21,07-Jan-21
8010536119,Vijaypuri Colony,8010536119,07-Jan-21,07-Jan-21
8010537120,Maruthi Nagar,8010537120,07-Jan-21,07-Jan-21
8010537121,Vivekananda Nagar,8010537121,07-Jan-21,07-Jan-21
8010537122,NIN Colony,8010537122,07-Jan-21,07-Jan-21
8010537123,Lecturers Colony,8010537123,07-Jan-21,07-Jan-21
8010537124,Sri Laxmi Nagar,8010537124,07-Jan-21,07-Jan-21
8010538125,Ashok Nagar,8010538125,07-Jan-21,07-Jan-21
8010538126,Prashanthi Nagar,8010538126,07-Jan-21,07-Jan-21
8010538127,Uday Nagar,8010538127,07-Jan-21,07-Jan-21
8010538128,Vinayk Nagar,8010538128,07-Jan-21,07-Jan-21
8010539129,Laxmi Nagar,8010539129,07-Jan-21,07-Jan-21
8010539130,Keshav Nagar Phase -1,8010539130,07-Jan-21,07-Jan-21
8010539131,Hanuman Nagar ,8010539131,07-Jan-21,07-Jan-21
8010539132,Venkateshwar Colony,8010539132,07-Jan-21,07-Jan-21
8010539133,Sai Maruthi Nagar,8010539133,07-Jan-21,07-Jan-21
8010539134,Anjaneya Nagar,8010539134,07-Jan-21,07-Jan-21
8010539135,Brundavan Colony,8010539135,07-Jan-21,07-Jan-21
8010540136,Srinivas Nagar,8010540136,07-Jan-21,07-Jan-21
8010540137,Raghavendra Nagar,8010540137,07-Jan-21,07-Jan-21
8010540138,Sai Ram Nagar Colony,8010540138,07-Jan-21,07-Jan-21
8010540139,Sai Bhavani Colony,8010540139,07-Jan-21,07-Jan-21
8010541140,Veerareddy Nagar,8010541140,07-Jan-21,07-Jan-21
8010541141,Sapthagiri Hills,8010541141,07-Jan-21,07-Jan-21
8010541142,Jyothi Nagar,8010541142,07-Jan-21,07-Jan-21
8010541143,Indra Nagar,8010541143,07-Jan-21,07-Jan-21
8010541144,Kalakarula Colony,8010541144,07-Jan-21,07-Jan-21
8010542145,Ambedkar Nagar,8010542145,07-Jan-21,07-Jan-21
8010542146,Devender Nagar,8010542146,07-Jan-21,07-Jan-21
8010542147,Devender Nagar Phase 2,8010542147,07-Jan-21,07-Jan-21
8010542148,Rajeev Nagar Phase -2,8010542148,07-Jan-21,07-Jan-21
8010542149,Sri Ram Nagar,8010542149,07-Jan-21,07-Jan-21
8010543150,Annapurna Colony,8010543150,07-Jan-21,07-Jan-21
8010543151,Padmavathi Colony,8010543151,07-Jan-21,07-Jan-21
8010543152,RNS Colony,8010543152,07-Jan-21,07-Jan-21
8010543153,CCMB Colony,8010543153,07-Jan-21,07-Jan-21
8010543154,Rajalingam Colony,8010543154,07-Jan-21,07-Jan-21
8010544155,Venkatreddy Nagar,8010544155,07-Jan-21,07-Jan-21
8010544156,BL Nagar,8010544156,07-Jan-21,07-Jan-21
8010544157,SBR Colony,8010544157,07-Jan-21,07-Jan-21
8010544158,Telephone Colony,8010544158,07-Jan-21,07-Jan-21
8010544159,Privilege Colony,8010544159,07-Jan-21,07-Jan-21
8010545160,Bolligudem,8010545160,07-Jan-21,07-Jan-21
8010545161,Rajalingam Colony - Phase 2,8010545161,07-Jan-21,07-Jan-21
8010545162,Jayshree Nagar Colony,8010545162,07-Jan-21,07-Jan-21
8010545163,Kranthi Colony,8010545163,07-Jan-21,07-Jan-21
8010545164,Dwaraka Nagar,8010545164,07-Jan-21,07-Jan-21
8010546165,Chengicharla,8010546165,07-Jan-21,07-Jan-21
8010546166,Gandhi Nagar,8010546166,07-Jan-21,07-Jan-21
8010546167,MLR Colony,8010546167,07-Jan-21,07-Jan-21
8010546168,Sai Nagar Colony,8010546168,07-Jan-21,07-Jan-21
8010546169,RTC Colony,8010546169,07-Jan-21,07-Jan-21
8010546170,Bhagath Sing Colony,8010546170,07-Jan-21,07-Jan-21
8010647171,Medipally,8010647171,07-Jan-21,07-Jan-21
8010647172,Vinayaka Nagar,8010647172,07-Jan-21,07-Jan-21
8010647173,Maruthi Nagar,8010647173,07-Jan-21,07-Jan-21
8010647174,KranthiColony,8010647174,07-Jan-21,07-Jan-21
8010647175,Sai Nagar,8010647175,07-Jan-21,07-Jan-21
8010648176,Viharika Colony,8010648176,07-Jan-21,07-Jan-21
8010648177,Mallikarjun Nagar,8010648177,07-Jan-21,07-Jan-21
8010648178,Raghavendra Nagar,8010648178,07-Jan-21,07-Jan-21
8010648179,Bhagya Lakshmi Nagar,8010648179,07-Jan-21,07-Jan-21
8010648180,Swaraj Nagar,8010648180,07-Jan-21,07-Jan-21
8010648181,Sai Ram Nagar,8010648181,07-Jan-21,07-Jan-21
8010649182,Buddha Nagar Road no 1-2,8010649182,07-Jan-21,07-Jan-21
8010649183,Buddha Nagar Road no 2-3,8010649183,07-Jan-21,07-Jan-21
8010649184,Buddha Nagar Road no 3-4,8010649184,07-Jan-21,07-Jan-21
8010649185,Buddha Nagar Road no 4-5,8010649185,07-Jan-21,07-Jan-21
8010649186,"Buddha Nagar Road no 5, 6",8010649186,07-Jan-21,07-Jan-21
8010650187,P & T Phase 1,8010650187,07-Jan-21,07-Jan-21
8010650188,P &T phase 2,8010650188,07-Jan-21,07-Jan-21
8010650189,Kamala Nagar,8010650189,07-Jan-21,07-Jan-21
8010650190,Suma Residency,8010650190,07-Jan-21,07-Jan-21
8010650191,Sai Nagar,8010650191,07-Jan-21,07-Jan-21
8010651192,Canara Nagar,8010651192,07-Jan-21,07-Jan-21
8010651193,New sai Nagar colony,8010651193,07-Jan-21,07-Jan-21
8010651194,Annapurna Colony,8010651194,07-Jan-21,07-Jan-21
8010651195,Srinivas Nagar,8010651195,07-Jan-21,07-Jan-21
8010651196,Sri Ram Nagar,8010651196,07-Jan-21,07-Jan-21
8010651197,Bandi Sathaiah Colony,8010651197,07-Jan-21,07-Jan-21
8010652198,Shankar Nagar,8010652198,07-Jan-21,07-Jan-21
8010652199,Chenna Reddy Colony,8010652199,07-Jan-21,07-Jan-21
8010652200,Indra Nagar,8010652200,07-Jan-21,07-Jan-21
8010652201,Bank Colony,8010652201,07-Jan-21,07-Jan-21
8010652202,Sri Sai Nagar,8010652202,07-Jan-21,07-Jan-21
8010653203,Kurma Nagar,8010653203,07-Jan-21,07-Jan-21
8010653204,Gayathri Nagar,8010653204,07-Jan-21,07-Jan-21
8010653205,Brindavan Colony,8010653205,07-Jan-21,07-Jan-21
8010653206,Krishna Nagar,8010653206,07-Jan-21,07-Jan-21
8010653207,Uppal Hills,8010653207,07-Jan-21,07-Jan-21
8010654208,Sai Aishwarya Colony,8010654208,07-Jan-21,07-Jan-21
8010654209,Shabari Gardens,8010654209,07-Jan-21,07-Jan-21
8010654210,Narasimha Reddy Colony,8010654210,07-Jan-21,07-Jan-21
8010654211,Vishnupuri Colony,8010654211,07-Jan-21,07-Jan-21
8010654212,Aadarsh Nagar,8010654212,07-Jan-21,07-Jan-21
8010655213,Sai Priya Colony,8010655213,07-Jan-21,07-Jan-21
8010655214,Gandhi Hills,8010655214,07-Jan-21,07-Jan-21
8010655215,Lakshmi Nagar,8010655215,07-Jan-21,07-Jan-21
8010655216,Government Quoters,8010655216,07-Jan-21,07-Jan-21
8010655217,Balaji Colony,8010655217,07-Jan-21,07-Jan-21
8010656218,Panchavati Colony,8010656218,07-Jan-21,07-Jan-21
8010656219,Srinivas Nagar colony,8010656219,07-Jan-21,07-Jan-21
8010656220,Satyanarayan Puram,8010656220,07-Jan-21,07-Jan-21
8010656221,Kakatiya Nagar,8010656221,07-Jan-21,07-Jan-21
8010656222,Sri sai Nagar East,8010656222,07-Jan-21,07-Jan-21
8010757223,Ou colony,8010757223,07-Jan-21,07-Jan-21
8010757224,"Balaji nagar,Pratyusha colony",8010757224,07-Jan-21,07-Jan-21
8010757225,Vishwesharayya colony,8010757225,07-Jan-21,07-Jan-21
8010757226,Singaram X road,8010757226,07-Jan-21,07-Jan-21
8010758227,Choudary Guda,8010758227,07-Jan-21,07-Jan-21
8010758228,Wekaer sections colony,8010758228,07-Jan-21,07-Jan-21
8010758229,Swarna Giri Colony,8010758229,07-Jan-21,07-Jan-21
8010758230,Joidimetla,8010758230,07-Jan-21,07-Jan-21
8010759231,Venkatapuram,8010759231,07-Jan-21,07-Jan-21
8010759232,Tenugu gudemu,8010759232,07-Jan-21,07-Jan-21
8010759233,Double Bed Rooms House Colony,8010759233,07-Jan-21,07-Jan-21
8010760234,Korremula,8010760234,07-Jan-21,07-Jan-21
8010760235,Maktha village,8010760235,07-Jan-21,07-Jan-21
8010760236,Bacharam,8010760236,07-Jan-21,07-Jan-21
8010760237,Singaram x road area,8010760237,07-Jan-21,07-Jan-21
8010760238,Gandhi statue back,8010760238,07-Jan-21,07-Jan-21
8010761239,Block 1,8010761239,07-Jan-21,07-Jan-21
8010761240,Block 2,8010761240,07-Jan-21,07-Jan-21
8010761241,Block 3,8010761241,07-Jan-21,07-Jan-21
8010761242,PHC COLONY,8010761242,07-Jan-21,07-Jan-21
8010761243,PAKIR TANDA,8010761243,07-Jan-21,07-Jan-21
8010761244,INDIRA NAGAR,8010761244,07-Jan-21,07-Jan-21
8010762245,Annojiguda Village,8010762245,07-Jan-21,07-Jan-21
8010762246,"Lakshmi narasihma colony,",8010762246,07-Jan-21,07-Jan-21
8010762247,Sainagar colony,8010762247,07-Jan-21,07-Jan-21
8010762248,Vaibhav Nagar,8010762248,07-Jan-21,07-Jan-21
8010762249,LIG colony,8010762249,07-Jan-21,07-Jan-21
8010763250,Samskruthi Township.,8010763250,07-Jan-21,07-Jan-21
8010763251,A Block,8010763251,07-Jan-21,07-Jan-21
8010763252,B Block,8010763252,07-Jan-21,07-Jan-21
8010763253,C Block,8010763253,07-Jan-21,07-Jan-21
8010763254,D Block,8010763254,07-Jan-21,07-Jan-21
8010764255,pocharam old village,8010764255,07-Jan-21,07-Jan-21
8010764256,Sadbhavana Township,8010764256,07-Jan-21,07-Jan-21
8010764257,Anna nagar,8010764257,07-Jan-21,07-Jan-21
8010765258,Narapally ,8010765258,07-Jan-21,07-Jan-21
8010765259,Ambedkar colony,8010765259,07-Jan-21,07-Jan-21
8010765260,Vaibhav Nagar,8010765260,07-Jan-21,07-Jan-21
8010765261,Jodimetla,8010765261,07-Jan-21,07-Jan-21
8010765262,Baba Nagar,8010765262,07-Jan-21,07-Jan-21
8010766263,Prathapa singaram Old village,8010766263,07-Jan-21,07-Jan-21
8010766264,sadathaliguda,8010766264,07-Jan-21,07-Jan-21
8010766265,Ambedkar Nagar-1,8010766265,07-Jan-21,07-Jan-21
8010766266,Double Bed Rooms House Colony,8010766266,07-Jan-21,07-Jan-21
8010766267,Bharath club area,8010766267,07-Jan-21,07-Jan-21
8010767268,Kachaveni singaram old village,8010767268,07-Jan-21,07-Jan-21
8010767269,Maheshwari colony,8010767269,07-Jan-21,07-Jan-21
8010767270,Muttelli guda,8010767270,07-Jan-21,07-Jan-21
8010767271,Divya nagar,8010767271,07-Jan-21,07-Jan-21
8010767272,Balaji Nagar,8010767272,07-Jan-21,07-Jan-21
8010868273,Kondapur,8010868273,07-Jan-21,07-Jan-21
8010868274,EWS Colony,8010868274,07-Jan-21,07-Jan-21
8010868275,Prime Land colony,8010868275,07-Jan-21,07-Jan-21
8010868276,Gandhi Nagar,8010868276,07-Jan-21,07-Jan-21
8010868277,Balaji Nagar,8010868277,07-Jan-21,07-Jan-21
8010869278,ShivareddyGuda,8010869278,07-Jan-21,07-Jan-21
8010869279,Sai Nagar,8010869279,07-Jan-21,07-Jan-21
8010869280,Bugga Bhai Bhasthi,8010869280,07-Jan-21,07-Jan-21
8010869281,Maisamma Gutta,8010869281,07-Jan-21,07-Jan-21
8010869282,Yamnam pet,8010869282,07-Jan-21,07-Jan-21
8010870283,GHATKESAR Villege,8010870283,07-Jan-21,07-Jan-21
8010870284,BrookeBand Colony,8010870284,07-Jan-21,07-Jan-21
8010870285,Kummari Basti,8010870285,07-Jan-21,07-Jan-21
8010870286,Teachers Colony,8010870286,07-Jan-21,07-Jan-21
8010870287,Ambedkar Nagar,8010870287,07-Jan-21,07-Jan-21
8010871288,N.F.C Nagar - B1,8010871288,07-Jan-21,07-Jan-21
8010871289,N.F.C Nagar - B2,8010871289,07-Jan-21,07-Jan-21
8010871290,N.F.C Nagar - C2,8010871290,07-Jan-21,07-Jan-21
8010871291,Bokkani guda,8010871291,07-Jan-21,07-Jan-21
8010872292,MarpalliGuda - 1,8010872292,07-Jan-21,07-Jan-21
8010872293,MarpalliGuda - 2,8010872293,07-Jan-21,07-Jan-21
8010872294,Chandupatla guda,8010872294,07-Jan-21,07-Jan-21
8010873295,Harijana Basti,8010873295,07-Jan-21,07-Jan-21
8010873296,Gangaputhra Basti,8010873296,07-Jan-21,07-Jan-21
8010873297,Vanjara Basti,8010873297,07-Jan-21,07-Jan-21
8010873298,Diddi Kada Basti,8010873298,07-Jan-21,07-Jan-21
8010873299,Rain Gudem,8010873299,07-Jan-21,07-Jan-21
8010874300,avushapur,8010874300,07-Jan-21,07-Jan-21
8010874301,Harijana Basti,8010874301,07-Jan-21,07-Jan-21
8010874302,Jameela Pet,8010874302,07-Jan-21,07-Jan-21
8010875303,Ankushapur Gramam,8010875303,07-Jan-21,07-Jan-21
8010875304,SC Colony,8010875304,07-Jan-21,07-Jan-21
8010875305,BC Colony,8010875305,07-Jan-21,07-Jan-21
8010876306,Madaram,8010876306,07-Jan-21,07-Jan-21
8010877307,Anantharam,8010877307,07-Jan-21,07-Jan-21
8020101001,Mirjalguda,8020101001,07-Jan-21,07-Jan-21
8020101002,Veenapani Nagar,8020101002,07-Jan-21,07-Jan-21
8020101003,Madhusudhan Nagar,8020101003,07-Jan-21,07-Jan-21
8020101004,Yadav Nagar,8020101004,07-Jan-21,07-Jan-21
8020102005,Vasanthapuri Colony,8020102005,07-Jan-21,07-Jan-21
8020102006,Prem Viajay Nagar Colony,8020102006,07-Jan-21,07-Jan-21
8020102007,Venkateshwara Nagar,8020102007,07-Jan-21,07-Jan-21
8020103008,Maruthi Nagar,8020103008,07-Jan-21,07-Jan-21
8020103009,Geetha Nagar,8020103009,07-Jan-21,07-Jan-21
8020103010,Narasimha Reddy Nagar,8020103010,07-Jan-21,07-Jan-21
8020103011,Vani Nagar,8020103011,07-Jan-21,07-Jan-21
8020103012,Bhavani Nagar,8020103012,07-Jan-21,07-Jan-21
8020103013,Santosh Nagar,8020103013,07-Jan-21,07-Jan-21
8020104014,Old Malkajgiri,8020104014,07-Jan-21,07-Jan-21
8020104015,Bala Saraswathi Nagar,8020104015,07-Jan-21,07-Jan-21
8020104016,Sardar Patel Nagar,8020104016,07-Jan-21,07-Jan-21
8020105017,Dayanand Nagar,8020105017,07-Jan-21,07-Jan-21
8020105018,Uttam Nagar,8020105018,07-Jan-21,07-Jan-21
8020105019,Gautham Nagar,8020105019,07-Jan-21,07-Jan-21
8020105020,Ekalavya Nagar,8020105020,07-Jan-21,07-Jan-21
8020105021,Mallikarjuna Nagar,8020105021,07-Jan-21,07-Jan-21
8020106022,Gopal Nagar,8020106022,07-Jan-21,07-Jan-21
8020106023,Hanuman Pet,8020106023,07-Jan-21,07-Jan-21
8020106024,Jyothi Nagar,8020106024,07-Jan-21,07-Jan-21
8020107025,Indira Nehru Nagar,8020107025,07-Jan-21,07-Jan-21
8020108026,Radha Krishna Nagar,8020108026,07-Jan-21,07-Jan-21
8020108027,Chanakya Nagar,8020108027,07-Jan-21,07-Jan-21
8020109028,Anand Bhagh,8020109028,07-Jan-21,07-Jan-21
8020109029,VishnuPuri Colony,8020109029,07-Jan-21,07-Jan-21
8020109030,ShivaPuri Colony,8020109030,07-Jan-21,07-Jan-21
8020109031,Vimala Devi Nagar,8020109031,07-Jan-21,07-Jan-21
8020110032,Balaram Nagar,8020110032,07-Jan-21,07-Jan-21
8020110033,Krishna Nagar,8020110033,07-Jan-21,07-Jan-21
8020110034,Seetharam Nagar,8020110034,07-Jan-21,07-Jan-21
8020110035,Devi Nagar,8020110035,07-Jan-21,07-Jan-21
8020110036,Sharadha Nagar,8020110036,07-Jan-21,07-Jan-21
8020111037,Kalyan Nagar,8020111037,07-Jan-21,07-Jan-21
8020111038,Thalla Basthi,8020111038,07-Jan-21,07-Jan-21
8020111039,CIEFL Colony,8020111039,07-Jan-21,07-Jan-21
8020111040,NMDC Colony,8020111040,07-Jan-21,07-Jan-21
8020111041,BANK Colony,8020111041,07-Jan-21,07-Jan-21
8020111042,Krishna Nagar,8020111042,07-Jan-21,07-Jan-21
8020111043,DAD Colony,8020111043,07-Jan-21,07-Jan-21
8020112044,Anantha Saraswathi Nagar,8020112044,07-Jan-21,07-Jan-21
8020112045,Adarsh Nagar,8020112045,07-Jan-21,07-Jan-21
8020112046,Lal Vani Nagar,8020112046,07-Jan-21,07-Jan-21
8020112047,NMDC Colony,8020112047,07-Jan-21,07-Jan-21
8020113048,Hanuman Nagar,8020113048,07-Jan-21,07-Jan-21
8020113049,Thirumal Nagar,8020113049,07-Jan-21,07-Jan-21
8020113050,Sapthagiri Colony,8020113050,07-Jan-21,07-Jan-21
8020113051,RTC Colony,8020113051,07-Jan-21,07-Jan-21
8020114052,Upparguda,8020114052,07-Jan-21,07-Jan-21
8020114053,Pittala Basthi,8020114053,07-Jan-21,07-Jan-21
8020114054,Lepracy Colony,8020114054,07-Jan-21,07-Jan-21
8020114055,Shirdi Nagar,8020114055,07-Jan-21,07-Jan-21
8020215056,OLD LALAPET,8020215056,07-Jan-21,07-Jan-21
8020215057,LAXMINAGAR,8020215057,07-Jan-21,07-Jan-21
8020215058,YADAVNAGAR,8020215058,07-Jan-21,07-Jan-21
8020216059,NEW VINOBANAGAR,8020216059,07-Jan-21,07-Jan-21
8020216060,OLDVINOBANAGAR,8020216060,07-Jan-21,07-Jan-21
8020217061,INDIRANAGAR,8020217061,07-Jan-21,07-Jan-21
8020217062,SIRIPURICOLONY,8020217062,07-Jan-21,07-Jan-21
8020217063,SUBRAMANYASCOOL,8020217063,07-Jan-21,07-Jan-21
8020218064,PRASHANTH NAGAR,8020218064,07-Jan-21,07-Jan-21
8020218065,INDIRANAGAR,8020218065,07-Jan-21,07-Jan-21
8020219066,BJR NAGAR,8020219066,07-Jan-21,07-Jan-21
8020219067,PREMVIJAYANAGAR COLONY,8020219067,07-Jan-21,07-Jan-21
8020220068,VASANTHAPURICOLONY,8020220068,07-Jan-21,07-Jan-21
8020220069,SATTIREDDY NAGAR,8020220069,07-Jan-21,07-Jan-21
8020220070,CBN COLONY,8020220070,07-Jan-21,07-Jan-21
8020221071,ARYANAGAR,8020221071,07-Jan-21,07-Jan-21
8020221072,SHANTHINAGAR,8020221072,07-Jan-21,07-Jan-21
8020221073,BRAMHANA BASTI,8020221073,07-Jan-21,07-Jan-21
8020222074,RAILWAY CWATERS LEFT,8020222074,07-Jan-21,07-Jan-21
8020222075,RAMALAYAM,8020222075,07-Jan-21,07-Jan-21
8020223076,LALAGUDA,8020223076,07-Jan-21,07-Jan-21
8020223077,INDIRANAGAR,8020223077,07-Jan-21,07-Jan-21
8020224078,VIJYA PURI COLONY,8020224078,07-Jan-21,07-Jan-21
8020225079,CHINTAL,8020225079,07-Jan-21,07-Jan-21
8020226080,KIMTHI COLONY,8020226080,07-Jan-21,07-Jan-21
8020327081,NEREDMET,8020327081,07-Jan-21,07-Jan-21
8020327082,NEW VIDYA NAGAR,8020327082,07-Jan-21,07-Jan-21
8020327083,DINAKAR NAGAR,8020327083,07-Jan-21,07-Jan-21
8020327084,SITHARAM NAGAR,8020327084,07-Jan-21,07-Jan-21
