Upabasti / Gramam ID,Upabasti / Gramam Name,Basti ID,modified on,created on
80505041153,SOUBHGYANAGAR,80505041,19-Jan-21,19-Jan-21
80505041154,TULASI NAGAR,80505041,19-Jan-21,19-Jan-21
80505041155,DASARAM BASTI,80505041,19-Jan-21,19-Jan-21
80505042156,ROAD NO.1,80505042,19-Jan-21,19-Jan-21
80505042157,ROAD NO.2,80505042,19-Jan-21,19-Jan-21
80505042158,ROAD NO.3,80505042,19-Jan-21,19-Jan-21
80505042159,ROAD NO.4,80505042,19-Jan-21,19-Jan-21
80505042160,ROAD NO.5,80505042,19-Jan-21,19-Jan-21
80505043161,UDAYNAGAR COLONY,80505043,19-Jan-21,19-Jan-21
80505043162,SHIVAJI NAGAR,80505043,19-Jan-21,19-Jan-21
80505043163,GANESH NAGAR,80505043,19-Jan-21,19-Jan-21
80505044164,ASHOK COLONY,80505044,19-Jan-21,19-Jan-21
80505044165,SANATH NAGAR BUS STOP,80505044,19-Jan-21,19-Jan-21
80505044166,SUBASNAGAR,80505044,19-Jan-21,19-Jan-21
80505045167, PIPELINE  ROAD,80505045,19-Jan-21,19-Jan-21
80505045168,NETAJI NAGAR -1,80505045,19-Jan-21,19-Jan-21
80505045169,NETAJI NAGAR -2,80505045,19-Jan-21,19-Jan-21
80505045170,RAMALAYAM BASTI,80505045,19-Jan-21,19-Jan-21
80505046171,SHISHUMANDI,80505046,19-Jan-21,19-Jan-21
80505046172,LB SHASTINAGAR,80505046,19-Jan-21,19-Jan-21
80505046173,INDIRAGANDI PURAM,80505046,19-Jan-21,19-Jan-21
80505046174,BAGATHSINGH PARK AREA,80505046,19-Jan-21,19-Jan-21
80505047175,ESI COLONY,80505047,19-Jan-21,19-Jan-21
80505047176,SR NAGAR COMMUNITY HALL,80505047,19-Jan-21,19-Jan-21
80505047177,SR NAGAR PS AREA,80505047,19-Jan-21,19-Jan-21
80505048178,TILANAGAR,80505048,19-Jan-21,19-Jan-21
80505048179,AMEERPET,80505048,19-Jan-21,19-Jan-21
80505048180,DARAMKARAM ROAD,80505048,19-Jan-21,19-Jan-21
80505048181,SIKKUVADA,80505048,19-Jan-21,19-Jan-21
80505048182,LAL BAGLA,80505048,19-Jan-21,19-Jan-21
80505048183,MAITRIVANAM,80505048,19-Jan-21,19-Jan-21
80505048184,GURUDWARA,80505048,19-Jan-21,19-Jan-21
80505049185,BALKAMPET TEMPLE,80505049,19-Jan-21,19-Jan-21
80505049186,PRASHANTH NAGAR,80505049,19-Jan-21,19-Jan-21
80505049187,VENKATESHWARA COLONY,80505049,19-Jan-21,19-Jan-21
80505050188,HARIJANA BASTI,80505050,19-Jan-21,19-Jan-21
80505050189,SN GRAMAPANCHAYATHI AREA,80505050,19-Jan-21,19-Jan-21
80505050190,FN GP AREA,80505050,19-Jan-21,19-Jan-21
80506051191,Harihara Temple,80506051,19-Jan-21,19-Jan-21
80506051192,Yuvasena Ground,80506051,19-Jan-21,19-Jan-21
80506051193,Shakti nagar ,80506051,19-Jan-21,19-Jan-21
80506052194,Bhavani nagar,80506052,19-Jan-21,19-Jan-21
80506052195,Deendayal nagar,80506052,19-Jan-21,19-Jan-21
80506052196,Prabhakar reddy nagar,80506052,19-Jan-21,19-Jan-21
80506053197,Moosapet ,80506053,19-Jan-21,19-Jan-21
80506053198,Hanuman Chowk ,80506053,19-Jan-21,19-Jan-21
80506053199,Yadav basti,80506053,19-Jan-21,19-Jan-21
80506054200,Narsimha Swami Temple,80506054,19-Jan-21,19-Jan-21
80506054201,Pragathi Nagar Road 5,80506054,19-Jan-21,19-Jan-21
80506054202,Pragathi Nagar Road 10,80506054,19-Jan-21,19-Jan-21
80506055203,Gowtami school,80506055,19-Jan-21,19-Jan-21
80506055204,Goods road,80506055,19-Jan-21,19-Jan-21
80506055205,Sriram Basti,80506055,19-Jan-21,19-Jan-21
80506056206,Anjaneya nagar,80506056,19-Jan-21,19-Jan-21
80506056207,Shakthi nagar ,80506056,19-Jan-21,19-Jan-21
80506056208, Vasundara Hospital,80506056,19-Jan-21,19-Jan-21
80506057209,Rainbow Vistas,80506057,19-Jan-21,19-Jan-21
80506057210,Kaithalapur,80506057,19-Jan-21,19-Jan-21
80507058211,Somaiah nagar,80507058,19-Jan-21,19-Jan-21
80507058212,Birrappa nagar,80507058,19-Jan-21,19-Jan-21
80507058213,Rikshapullar colony,80507058,19-Jan-21,19-Jan-21
80507059214,Dharani nagar,80507059,19-Jan-21,19-Jan-21
80507059215,Tulsi nagar,80507059,19-Jan-21,19-Jan-21
80507059216,Papaiah nagar,80507059,19-Jan-21,19-Jan-21
80507060217,Shiridi hills,80507060,19-Jan-21,19-Jan-21
80507060218,Bhuodevi hills,80507060,19-Jan-21,19-Jan-21
80507060219,Rajeev gruhakalpa,80507060,19-Jan-21,19-Jan-21
80507060220,Oddera basti,80507060,19-Jan-21,19-Jan-21
80507061221,Sai nagar east,80507061,19-Jan-21,19-Jan-21
80507061222,Sai nagar west,80507061,19-Jan-21,19-Jan-21
80507061223,Kamalaprasanna nagar,80507061,19-Jan-21,19-Jan-21
80507062224,Madhav nagar,80507062,19-Jan-21,19-Jan-21
80507062225,Venkateshwara nagar,80507062,19-Jan-21,19-Jan-21
80507062226,Anjaiah nagar,80507062,19-Jan-21,19-Jan-21
80507063227,Lenin nagar,80507063,19-Jan-21,19-Jan-21
80507063228,Umadevi nagar,80507063,19-Jan-21,19-Jan-21
80507064229,Madura nagar,80507064,19-Jan-21,19-Jan-21
80507065230,A block,80507065,19-Jan-21,19-Jan-21
80507065231,B block,80507065,19-Jan-21,19-Jan-21
80507065232,C block,80507065,19-Jan-21,19-Jan-21
80507065233,R.k nagar,80507065,19-Jan-21,19-Jan-21
80507066234,Hanumman nagar,80507066,19-Jan-21,19-Jan-21
80507066235,Deenabandhu colony,80507066,19-Jan-21,19-Jan-21
80507067236,Gandhi nagar,80507067,19-Jan-21,19-Jan-21
80507067237,Maruthi nagar,80507067,19-Jan-21,19-Jan-21
80507067238,V.R.R. nagar,80507067,19-Jan-21,19-Jan-21
80507067239,Gurumurthi nagar,80507067,19-Jan-21,19-Jan-21
80507067240,Nandha Nagar,80507067,19-Jan-21,19-Jan-21
80507067241,Giri nagar,80507067,19-Jan-21,19-Jan-21
80507068242,Ranga reddy nagar,80507068,19-Jan-21,19-Jan-21
80507068243,Panch sheela colony,80507068,19-Jan-21,19-Jan-21
80508069244,Pragathi Nagar,80508069,19-Jan-21,19-Jan-21
80508070245,Sai Nagar,80508070,19-Jan-21,19-Jan-21
80508070246,Jagan Studios,80508070,19-Jan-21,19-Jan-21
80508071247,Rajeev Gruhakalpa,80508071,19-Jan-21,19-Jan-21
80508072248,Nizampet,80508072,19-Jan-21,19-Jan-21
80508072249,Madhura Nagar,80508072,19-Jan-21,19-Jan-21
80508072250,Srinivasa Nagar,80508072,19-Jan-21,19-Jan-21
80508072251,191 Survey ,80508072,19-Jan-21,19-Jan-21
80508072252,Lake view colony,80508072,19-Jan-21,19-Jan-21
80508072253,Nagarjuna Homes,80508072,19-Jan-21,19-Jan-21
80508073254,Bandari Layout,80508073,19-Jan-21,19-Jan-21
80508073255,Balaji Nagar,80508073,19-Jan-21,19-Jan-21
80508074256,Rajeev Gandhi Nagar,80508074,19-Jan-21,19-Jan-21
80508074257,Satyam Hights,80508074,19-Jan-21,19-Jan-21
80508075258,Ramnaresh Nagar,80508075,19-Jan-21,19-Jan-21
80508075259,Hill County,80508075,19-Jan-21,19-Jan-21
80508075260,Hyder nagar,80508075,19-Jan-21,19-Jan-21
80508075261,Mayuri Nagar,80508075,19-Jan-21,19-Jan-21
80508075262,Indiramma Colony,80508075,19-Jan-21,19-Jan-21
80508075263,KTR Colony,80508075,19-Jan-21,19-Jan-21
80508076264,Yellamma Banda,80508076,19-Jan-21,19-Jan-21
80508076265,Shamshiguda,80508076,19-Jan-21,19-Jan-21
80508076266,Sainagar,80508076,19-Jan-21,19-Jan-21
80508077267,Jaya Nagar,80508077,19-Jan-21,19-Jan-21
80508077268,Jal Vayu Vihar,80508077,19-Jan-21,19-Jan-21
80508078269,HMT Hills,80508078,19-Jan-21,19-Jan-21
80508078270,Tulasi Nagar,80508078,19-Jan-21,19-Jan-21
80508078271,Aditya Nagar,80508078,19-Jan-21,19-Jan-21
80509079272,JPN Nagar,80509079,19-Jan-21,19-Jan-21
80509079273,B.K. Enclave,80509079,19-Jan-21,19-Jan-21
80509079274,Prajay Shelters,80509079,19-Jan-21,19-Jan-21
80509080275,Kousalya nagar,80509080,19-Jan-21,19-Jan-21
80509080276,Mayuri Nagar,80509080,19-Jan-21,19-Jan-21
80509080277,New Colony,80509080,19-Jan-21,19-Jan-21
80509081278,Widea Colony,80509081,19-Jan-21,19-Jan-21
80509081279,Balaji Nagar,80509081,19-Jan-21,19-Jan-21
80509082280,IDPL,80509082,19-Jan-21,19-Jan-21
80509082281,Venkata Ramana Colony,80509082,19-Jan-21,19-Jan-21
80509082282,Mathrusree Nagar,80509082,19-Jan-21,19-Jan-21
80509083283,Madhav Nagar,80509083,19-Jan-21,19-Jan-21
80509083284,Bhanu Township,80509083,19-Jan-21,19-Jan-21
80509084285,Sai Nagar,80509084,19-Jan-21,19-Jan-21
80509084286,Prem Nagar,80509084,19-Jan-21,19-Jan-21
80509085287,Allwyn Indra Reddy Colony,80509085,19-Jan-21,19-Jan-21
80509085288,Maitri Nagar,80509085,19-Jan-21,19-Jan-21
80509086289,Madinaguda,80509086,19-Jan-21,19-Jan-21
80509086290,Pranam Hospital Lane,80509086,19-Jan-21,19-Jan-21
80509087291,PJR Colony,80509087,19-Jan-21,19-Jan-21
80509087292,Deepthisri nagar,80509087,19-Jan-21,19-Jan-21
80509087293,M.A. Nagar,80509087,19-Jan-21,19-Jan-21
80509088294,Prashanth nagar,80509088,19-Jan-21,19-Jan-21
80509088295,Stalin Nagar,80509088,19-Jan-21,19-Jan-21
80509088296,D.K. Enclave,80509088,19-Jan-21,19-Jan-21
80509089297,HMT Swarnapuri,80509089,19-Jan-21,19-Jan-21
80509089298,Maktha,80509089,19-Jan-21,19-Jan-21
80509089299,Janapriya West city,80509089,19-Jan-21,19-Jan-21
80510090300,Doctor Ji Nagar,80510090,19-Jan-21,19-Jan-21
80510090301,My home jewel,80510090,19-Jan-21,19-Jan-21
80510090302,Engineers enclave,80510090,19-Jan-21,19-Jan-21
80510091303,Huda colony,80510091,19-Jan-21,19-Jan-21
80510091304,Gangaram ,80510091,19-Jan-21,19-Jan-21
80510091305,Sai ram nagar,80510091,19-Jan-21,19-Jan-21
80510092306,Huda phase 2,80510092,19-Jan-21,19-Jan-21
80510092307,Shanthi nagar,80510092,19-Jan-21,19-Jan-21
80510092308,Chandanagar,80510092,19-Jan-21,19-Jan-21
80510093309,Kailash nagar,80510093,19-Jan-21,19-Jan-21
80510093310,Jawahar nagar,80510093,19-Jan-21,19-Jan-21
80510093311,Vemukunta,80510093,19-Jan-21,19-Jan-21
80510093312,GNR estates,80510093,19-Jan-21,19-Jan-21
80510094313,Vemana colony,80510094,19-Jan-21,19-Jan-21
80510094314,Weak section(s),80510094,19-Jan-21,19-Jan-21
80510094315,Teachers colony,80510094,19-Jan-21,19-Jan-21
80510094316,Vidya nagar,80510094,19-Jan-21,19-Jan-21
80510094317,Suraksha colony,80510094,19-Jan-21,19-Jan-21
80510095318,Gauthami nagar,80510095,19-Jan-21,19-Jan-21
80510095319,Friends colony,80510095,19-Jan-21,19-Jan-21
80510095320,Shilpa enclave,80510095,19-Jan-21,19-Jan-21
80510095321,Annapurna enclave,80510095,19-Jan-21,19-Jan-21
80510095322,West metro Apartments,80510095,19-Jan-21,19-Jan-21
80510096323,Taranagar,80510096,19-Jan-21,19-Jan-21
80510097324,Shivaji nagar,80510097,19-Jan-21,19-Jan-21
80510097325,Weaker section(s),80510097,19-Jan-21,19-Jan-21
80510097326,Telecom colony,80510097,19-Jan-21,19-Jan-21
80510097327,Indira nagar,80510097,19-Jan-21,19-Jan-21
80510097328,Maruthi nagar,80510097,19-Jan-21,19-Jan-21
80510098329,Rail vihar,80510098,19-Jan-21,19-Jan-21
80510098330,Old Lingampalli,80510098,19-Jan-21,19-Jan-21
80510098331,Venkat reddy colony,80510098,19-Jan-21,19-Jan-21
80510098332,Huda Trade Centre,80510098,19-Jan-21,19-Jan-21
80510098333,Laxmi Vihar,80510098,19-Jan-21,19-Jan-21
80510098334,Old MIG,80510098,19-Jan-21,19-Jan-21
80510099335,Gulmohar park colony,80510099,19-Jan-21,19-Jan-21
80510099336,Netaji,80510099,19-Jan-21,19-Jan-21
80510099337,Doctors Colony ,80510099,19-Jan-21,19-Jan-21
80510099338,Dubey colony,80510099,19-Jan-21,19-Jan-21
80510099339,Nallagandla,80510099,19-Jan-21,19-Jan-21
80510100340,Gopi nagar,80510100,19-Jan-21,19-Jan-21
80510100341,Adarsh nagar,80510100,19-Jan-21,19-Jan-21
80510100342,Nehru nagar,80510100,19-Jan-21,19-Jan-21
80510100343,Baapu nagar,80510100,19-Jan-21,19-Jan-21
80510100344,Doyens,80510100,19-Jan-21,19-Jan-21
80510101345,Papi reddy colony,80510101,19-Jan-21,19-Jan-21
80510101346,Rajiv gruha kalpa,80510101,19-Jan-21,19-Jan-21
80510101347,Surabhi colony,80510101,19-Jan-21,19-Jan-21
