Palle ID,Palle Naem,Upabasti ID,created on,modified on
80203027084,SITHARAM NAGAR,80203027084,08-Jan-21,08-Jan-21
80203028085,NEW VIDYANAGAR,80203028085,08-Jan-21,08-Jan-21
80203028086,DEVINAGAR,80203028086,08-Jan-21,08-Jan-21
80203028087,SAINIK NAGAR,80203028087,08-Jan-21,08-Jan-21
80203029088,NERADMET X ROAD,80203029088,08-Jan-21,08-Jan-21
80203029089,SRI COLONY,80203029089,08-Jan-21,08-Jan-21
80203029090,BHARANI COLONY,80203029090,08-Jan-21,08-Jan-21
80203029091,VIVEKANANDAPURAM,80203029091,08-Jan-21,08-Jan-21
80203029092,JK COLONY,80203029092,08-Jan-21,08-Jan-21
80203030093,DEFENCE COLONY,80203030093,08-Jan-21,08-Jan-21
80203030094,HASTINAPURAM,80203030094,08-Jan-21,08-Jan-21
80203030095,JJ NAGAR,80203030095,08-Jan-21,08-Jan-21
80203031096,VAYUPURI,80203031096,08-Jan-21,08-Jan-21
80203031097,SAINIK PURI,80203031097,08-Jan-21,08-Jan-21
80203031098,NIRMAL NAGAR,80203031098,08-Jan-21,08-Jan-21
80203031099,AMMUGUDA,80203031099,08-Jan-21,08-Jan-21
80203032100,DEENDAYAL NAGAR-1,80203032100,08-Jan-21,08-Jan-21
80203032101,SANTHOSHIMA NAGAR,80203032101,08-Jan-21,08-Jan-21
80203032102,SHYAMPRASAD MUKARJI NAGAR,80203032102,08-Jan-21,08-Jan-21
80203032103,DEENDAYAL NAGAR-2,80203032103,08-Jan-21,08-Jan-21
80203033104,OLD SAFILGUDA,80203033104,08-Jan-21,08-Jan-21
80203033105,BHARATH NAGAR,80203033105,08-Jan-21,08-Jan-21
80203033106,VADDERABASTI,80203033106,08-Jan-21,08-Jan-21
80203033107,SUDHANAGAR,80203033107,08-Jan-21,08-Jan-21
80203034108,CHANDRAGIRI COLNY EAST,80203034108,08-Jan-21,08-Jan-21
80203034109,VINAYAK NAGAR -1,80203034109,08-Jan-21,08-Jan-21
80203034110,CHANDRAGIRI COLNY,80203034110,08-Jan-21,08-Jan-21
80203035111,VINAYAK NAGAR -2,80203035111,08-Jan-21,08-Jan-21
80203035112,ANANTH NAGAR,80203035112,08-Jan-21,08-Jan-21
80203035113,KRISHNA NAGAR,80203035113,08-Jan-21,08-Jan-21
80203035114,LALBAHADUR NAGAR,80203035114,08-Jan-21,08-Jan-21
80203035115,KRUPAACOMPLEX,80203035115,08-Jan-21,08-Jan-21
80203036116,SAINATHPURAM,80203036116,08-Jan-21,08-Jan-21
80203036117,RK SOCITY,80203036117,08-Jan-21,08-Jan-21
80203036118,GEETHA NAGAR,80203036118,08-Jan-21,08-Jan-21
80203036119,VENKATESWARA COLONY,80203036119,08-Jan-21,08-Jan-21
80203036120,SAMATHA NAGAR,80203036120,08-Jan-21,08-Jan-21
80203036121,JHOSHI NAGAR,80203036121,08-Jan-21,08-Jan-21
80203036122,JK NAGAR,80203036122,08-Jan-21,08-Jan-21
80203036123,PARWATHI NAGAR,80203036123,08-Jan-21,08-Jan-21
80203037124,KAKATIYA NAGAR,80203037124,08-Jan-21,08-Jan-21
80203037125,VAJPAY NAGAR,80203037125,08-Jan-21,08-Jan-21
80203037126,MADURANAGAR,80203037126,08-Jan-21,08-Jan-21
80203037127,VINOBA NAGAR,80203037127,08-Jan-21,08-Jan-21
80203037128,SAI NAGAR,80203037128,08-Jan-21,08-Jan-21
80203037129,ROHINI NAGAR,80203037129,08-Jan-21,08-Jan-21
80203037130,SHIVANAGAR,80203037130,08-Jan-21,08-Jan-21
80204038131,BAJARANG NAGAR,80204038131,08-Jan-21,08-Jan-21
80204038132,LAXMINARAYANA COLONY,80204038132,08-Jan-21,08-Jan-21
80204038133,JYOTI COLONY,80204038133,08-Jan-21,08-Jan-21
80204038134,CPI COLONY,80204038134,08-Jan-21,08-Jan-21
80204039135,SHIVAJI NAGAR,80204039135,08-Jan-21,08-Jan-21
80204039136,SUKKAMMA KUNTA,80204039136,08-Jan-21,08-Jan-21
80204039137,SANTHOSH NAGAR,80204039137,08-Jan-21,08-Jan-21
80204040138,CHANDRAPURI,80204040138,08-Jan-21,08-Jan-21
80204040139,BHRUNDAVANCOLONY,80204040139,08-Jan-21,08-Jan-21
80204040140,EX.SIVICEMEN COLONY,80204040140,08-Jan-21,08-Jan-21
80204040141,SHANTHI NAGAR,80204040141,08-Jan-21,08-Jan-21
80204040142,VIKALANGULA COLONY,80204040142,08-Jan-21,08-Jan-21
80204041143,VENKATESWARA COLONY,80204041143,08-Jan-21,08-Jan-21
80204041144,LEPRACY COLONY,80204041144,08-Jan-21,08-Jan-21
80204041145,MOHANRAO COLONY,80204041145,08-Jan-21,08-Jan-21
80204041146,GEETANJALI SCHOOL,80204041146,08-Jan-21,08-Jan-21
80204042147,VAYUPURI,80204042147,08-Jan-21,08-Jan-21
80204042148,SAINIKPURI,80204042148,08-Jan-21,08-Jan-21
80204042149,KANDIGUDA,80204042149,08-Jan-21,08-Jan-21
80204042150,NETAJI NAGAR,80204042150,08-Jan-21,08-Jan-21
80204043151,YAPRAL,80204043151,08-Jan-21,08-Jan-21
80204043152,AMMUGUDA,80204043152,08-Jan-21,08-Jan-21
80204043153,BAPUJINAGAR,80204043153,08-Jan-21,08-Jan-21
80204043154,EMPLOYS COLONY,80204043154,08-Jan-21,08-Jan-21
80204044155,BHARATH NAGAR,80204044155,08-Jan-21,08-Jan-21
80204044156,RGV COLONY,80204044156,08-Jan-21,08-Jan-21
80204045157,KOWKUR,80204045157,08-Jan-21,08-Jan-21
80204046158,BJR NAGAR,80204046158,08-Jan-21,08-Jan-21
80204046159,MALLIKARJUNA NAGAR,80204046159,08-Jan-21,08-Jan-21
80204046160,SATYANARAYANA PURAM COLONY,80204046160,08-Jan-21,08-Jan-21
80204047161,AMBEDKAR NAGAR,80204047161,08-Jan-21,08-Jan-21
80204047162,NETAJI NAGAR,80204047162,08-Jan-21,08-Jan-21
80204047163,PRAGATHI NAGAR,80204047163,08-Jan-21,08-Jan-21
80204047164,KNR COLONY,80204047164,08-Jan-21,08-Jan-21
80204048165,CHENNAPURAM,80204048165,08-Jan-21,08-Jan-21
80204048166,DEVENDRA NAGAR,80204048166,08-Jan-21,08-Jan-21
80204048167,NANDAMOORI NAGAR,80204048167,08-Jan-21,08-Jan-21
80204048168,PRO.JAYASHANKAR NAGAR,80204048168,08-Jan-21,08-Jan-21
80204049169,GABBILALAPET,80204049169,08-Jan-21,08-Jan-21
80204049170,KCR COLONY,80204049170,08-Jan-21,08-Jan-21
80204049171,NANDAMOORI NAGAR,80204049171,08-Jan-21,08-Jan-21
80204049172,SHANTHI NAGAR,80204049172,08-Jan-21,08-Jan-21
80204049173,KARMIKANAGAR,80204049173,08-Jan-21,08-Jan-21
80204049174,BHAGYA NAGAR,80204049174,08-Jan-21,08-Jan-21
80204049175,RAJIVGHANDI NAGAR,80204049175,08-Jan-21,08-Jan-21
80204050176,CRPF,80204050176,08-Jan-21,08-Jan-21
80204050177,MALLELA GUDA,80204050177,08-Jan-21,08-Jan-21
80204050178,FARA NAGAR,80204050178,08-Jan-21,08-Jan-21
80204050179,ARUNDATHI NAGAR,80204050179,08-Jan-21,08-Jan-21
80205051180,Chakripuram,80205051180,08-Jan-21,08-Jan-21
80205051181,Sonia Gandhi Nagar,80205051181,08-Jan-21,08-Jan-21
80205051182,Teachers Colony,80205051182,08-Jan-21,08-Jan-21
80205052183,Vasavisiva Nagar,80205052183,08-Jan-21,08-Jan-21
80205052184,Nagarjuna Nagar Colony,80205052184,08-Jan-21,08-Jan-21
80205053185,Reddy Colony,80205053185,08-Jan-21,08-Jan-21
80205053186,Bhagavan Colony,80205053186,08-Jan-21,08-Jan-21
80205053187,Sai Nagar,80205053187,08-Jan-21,08-Jan-21
80205054188,VN Reddy nagar,80205054188,08-Jan-21,08-Jan-21
80205054189,Kushaiguda ,80205054189,08-Jan-21,08-Jan-21
80205054190,Hanuman Basti,80205054190,08-Jan-21,08-Jan-21
80205055191,Virat nagar,80205055191,08-Jan-21,08-Jan-21
80205055192,Sailok colony,80205055192,08-Jan-21,08-Jan-21
80205055193,Jammigadda,80205055193,08-Jan-21,08-Jan-21
80205055194,Jaijawan Colony,80205055194,08-Jan-21,08-Jan-21
80205056195,Saaket,80205056195,08-Jan-21,08-Jan-21
80205056196,Vampuguda,80205056196,08-Jan-21,08-Jan-21
80205056197,Yellareddy Guda,80205056197,08-Jan-21,08-Jan-21
80205057198,Naik Nagar,80205057198,08-Jan-21,08-Jan-21
80205057199,Sriram Nagar  Colony,80205057199,08-Jan-21,08-Jan-21
80205057200,Parimala Nagar,80205057200,08-Jan-21,08-Jan-21
80205057201,Kapra,80205057201,08-Jan-21,08-Jan-21
80205058202,Srinivasa nagar,80205058202,08-Jan-21,08-Jan-21
80205058203,Bhavani Nagar,80205058203,08-Jan-21,08-Jan-21
80205058204,APIIC Colony,80205058204,08-Jan-21,08-Jan-21
80205059205,Nethaji Nagar,80205059205,08-Jan-21,08-Jan-21
80205059206,Rukmini Puram,80205059206,08-Jan-21,08-Jan-21
80205059207,Sadhana Vihar,80205059207,08-Jan-21,08-Jan-21
80205060208,AS Rao Nagar,80205060208,08-Jan-21,08-Jan-21
80205060209,AS Rao Nagar - 2,80205060209,08-Jan-21,08-Jan-21
80205060210,Anupuram,80205060210,08-Jan-21,08-Jan-21
80205061211,Gandhi Nagar,80205061211,08-Jan-21,08-Jan-21
80205061212,Bharath Nagar,80205061212,08-Jan-21,08-Jan-21
80205061213,Hanuman Nagar,80205061213,08-Jan-21,08-Jan-21
80205062214,SP Nagar,80205062214,08-Jan-21,08-Jan-21
80205062215,Gayathri Nagar,80205062215,08-Jan-21,08-Jan-21
80205062216,MJ Colony,80205062216,08-Jan-21,08-Jan-21
80205063217,South Kamala Nagar,80205063217,08-Jan-21,08-Jan-21
80205063218,Mahesh Nagar,80205063218,08-Jan-21,08-Jan-21
80205063219,North Kamala Nagar,80205063219,08-Jan-21,08-Jan-21
80205064220,Lakshmi Nagar,80205064220,08-Jan-21,08-Jan-21
80205064221,Chaithanya Nagar,80205064221,08-Jan-21,08-Jan-21
80205064222,Indira Nagar,80205064222,08-Jan-21,08-Jan-21
80205065223,Kailasa Giri,80205065223,08-Jan-21,08-Jan-21
80205065224,Mangapuram,80205065224,08-Jan-21,08-Jan-21
80205065225,krishna Nagar,80205065225,08-Jan-21,08-Jan-21
80205066226,Venkateswara Nagar,80205066226,08-Jan-21,08-Jan-21
80205066227,Jawahar Nagar,80205066227,08-Jan-21,08-Jan-21
80205066228,APIIC Colony,80205066228,08-Jan-21,08-Jan-21
80205067229,Thirumala Nagar,80205067229,08-Jan-21,08-Jan-21
80205067230,Sri Nagar,80205067230,08-Jan-21,08-Jan-21
80205068231,Nehru Nagar,80205068231,08-Jan-21,08-Jan-21
80205068232,Ashok Nagar,80205068232,08-Jan-21,08-Jan-21
80205069233,EC nagar ,80205069233,08-Jan-21,08-Jan-21
80205069234,BN Reddy Nagar,80205069234,08-Jan-21,08-Jan-21
80205069235,Chinna Cherlapalli,80205069235,08-Jan-21,08-Jan-21
80205070236,Cherlapalli,80205070236,08-Jan-21,08-Jan-21
80205070237,Bharath Nagar,80205070237,08-Jan-21,08-Jan-21
80205070238,Indira Gruha Kalpa,80205070238,08-Jan-21,08-Jan-21
80206071239,NAGARAM,80206071239,08-Jan-21,08-Jan-21
80206071240,BHIMRAO COLONY,80206071240,08-Jan-21,08-Jan-21
80206071241,SHIVASHAKTHI NAGAR,80206071241,08-Jan-21,08-Jan-21
80206071242,VIKAS NAGAR,80206071242,08-Jan-21,08-Jan-21
80206071243,BAPUREDDY NAGAR,80206071243,08-Jan-21,08-Jan-21
80206071244,MODI APARTMENTS,80206071244,08-Jan-21,08-Jan-21
80206071245,SAISANJEEVA NAGAR,80206071245,08-Jan-21,08-Jan-21
80206072246,SATYANARAYANA NAGAR,80206072246,08-Jan-21,08-Jan-21
80206072247,SRINIVASA NAGAR,80206072247,08-Jan-21,08-Jan-21
80206072248,BUDDA NAGAR,80206072248,08-Jan-21,08-Jan-21
80206072249,RAVIDRANAGAR COLONY,80206072249,08-Jan-21,08-Jan-21
80206072250,HANUMAN NAGAR,80206072250,08-Jan-21,08-Jan-21
80206073251,SAIDARA,80206073251,08-Jan-21,08-Jan-21
80206073252,ANNAPOORNA COLONY,80206073252,08-Jan-21,08-Jan-21
80206073253,NETHAJI NAGAR,80206073253,08-Jan-21,08-Jan-21
80206073254,EAST GANDI NAGAR,80206073254,08-Jan-21,08-Jan-21
80206074255,CHAKRIPURAM,80206074255,08-Jan-21,08-Jan-21
80206074256,REDDY COLONY,80206074256,08-Jan-21,08-Jan-21
80206074257,KATING COLONY,80206074257,08-Jan-21,08-Jan-21
80206074258,TEACHERS COLONY,80206074258,08-Jan-21,08-Jan-21
80206074259,VIVEKANANDA COLONY,80206074259,08-Jan-21,08-Jan-21
80206074260,SV NAGAR,80206074260,08-Jan-21,08-Jan-21
80206075261,DATTATREYA COLONY,80206075261,08-Jan-21,08-Jan-21
80206075262,VENKATESWARA COLONY,80206075262,08-Jan-21,08-Jan-21
80206075263,SIMHAPURI COLONY,80206075263,08-Jan-21,08-Jan-21
80206075264,SIDDARTHANAGAR,80206075264,08-Jan-21,08-Jan-21
80206075265,MADURANAGAR,80206075265,08-Jan-21,08-Jan-21
80206075266,RAMALINGESWARA NAGAR,80206075266,08-Jan-21,08-Jan-21
80206076267,BHAVANI NAGAR,80206076267,08-Jan-21,08-Jan-21
80206076268,VENKATESHWARA COLONY,80206076268,08-Jan-21,08-Jan-21
80206076269,BHIMRAO COLONY,80206076269,08-Jan-21,08-Jan-21
80206076270,KATING COLONY,80206076270,08-Jan-21,08-Jan-21
80206077271,SHIVASAI NAGAR,80206077271,08-Jan-21,08-Jan-21
80206077272,SAINAGAR,80206077272,08-Jan-21,08-Jan-21
80206077273,SHIVAJI NAGAR,80206077273,08-Jan-21,08-Jan-21
80206078274,RAJAREDDY NAGAR,80206078274,08-Jan-21,08-Jan-21
80206078275,SAIPRIYA COLONY,80206078275,08-Jan-21,08-Jan-21
80206078276,TIRUMALA ENCLAVE,80206078276,08-Jan-21,08-Jan-21
80206078277,DAMMAI GUDA,80206078277,08-Jan-21,08-Jan-21
80206079278,LAXMINAGAR,80206079278,08-Jan-21,08-Jan-21
80206079279,ANJANADRICOLONY,80206079279,08-Jan-21,08-Jan-21
80206079280,VRR COLONY,80206079280,08-Jan-21,08-Jan-21
80206079281,MLR COLONY,80206079281,08-Jan-21,08-Jan-21
80206079282,JOUrNLIST COLONY,80206079282,08-Jan-21,08-Jan-21
80206079283,PS RAO NAGAR,80206079283,08-Jan-21,08-Jan-21
80206080284,AYYAPPA COLONY,80206080284,08-Jan-21,08-Jan-21
80206080285,VAYUSHAKTHI NAGAR,80206080285,08-Jan-21,08-Jan-21
80206080286,LNR COLONY,80206080286,08-Jan-21,08-Jan-21
80206080287,VENKATESHWARA COLONY,80206080287,08-Jan-21,08-Jan-21
80206080288,BHAVANI NAGAR,80206080288,08-Jan-21,08-Jan-21
80206080289,WEST GANDI NAGAR,80206080289,08-Jan-21,08-Jan-21
80206080290,SHIVANANADA PURI COLONY,80206080290,08-Jan-21,08-Jan-21
80207081291,KEESARA,80207081291,08-Jan-21,08-Jan-21
80207081292,VANNE GUDA (P),80207081292,08-Jan-21,08-Jan-21
80207081293,ANKIREDDY PALLI,80207081293,08-Jan-21,08-Jan-21
80207081294,KEESRA DAYARA (P),80207081294,08-Jan-21,08-Jan-21
80207081295,BOGARAM,80207081295,08-Jan-21,08-Jan-21
80207081296,KEESARA GUTTA (P),80207081296,08-Jan-21,08-Jan-21
80207081297,RAMPALLI DAYARA,80207081297,08-Jan-21,08-Jan-21
80207081298,JINNARAM COLONY (P),80207081298,08-Jan-21,08-Jan-21
80207081299,BHARSHEGUDA (P),80207081299,08-Jan-21,08-Jan-21
80207081300,LALANIGUDA (P),80207081300,08-Jan-21,08-Jan-21
80207082301,RAMPALLI ,80207082301,08-Jan-21,08-Jan-21
80207082302,KARRIMGUDA,80207082302,08-Jan-21,08-Jan-21
80207082303,YAMNAMPET,80207082303,08-Jan-21,08-Jan-21
80207082304,REPALLE,80207082304,08-Jan-21,08-Jan-21
80207082305,RL NAGAR (P),80207082305,08-Jan-21,08-Jan-21
80207082306,INDIRA GRUHAKALPA (P),80207082306,08-Jan-21,08-Jan-21
80207083307,CHEERYAL,80207083307,08-Jan-21,08-Jan-21
80207083308,BANDLAGUDA,80207083308,08-Jan-21,08-Jan-21
80207083309,GODUMAKUNTA,80207083309,08-Jan-21,08-Jan-21
80207083310,YADGIRI PALLI,80207083310,08-Jan-21,08-Jan-21
80207083311,NARSAMPALLI,80207083311,08-Jan-21,08-Jan-21
80207083312,THIMAYAPALLI,80207083312,08-Jan-21,08-Jan-21
80207083313,CHEERYALA JINNNARAM (P),80207083313,08-Jan-21,08-Jan-21
80207083314,SAINAGAR COLONY (P),80207083314,08-Jan-21,08-Jan-21
80207083315,BANDLAGUDA COLONY (P),80207083315,08-Jan-21,08-Jan-21
80207083316,HARIDASPALLI (P),80207083316,08-Jan-21,08-Jan-21
80207083317,RAJIVGRUHAKALPA (P),80207083317,08-Jan-21,08-Jan-21
80207083318,RAMALINGESHWARA COLONY (P),80207083318,08-Jan-21,08-Jan-21
80207083319,KUNDANPALLI (P),80207083319,08-Jan-21,08-Jan-21
80207083320,PRAJAY SAI GARDEN (P),80207083320,08-Jan-21,08-Jan-21
80207083321,DHARMARAM (P),80207083321,08-Jan-21,08-Jan-21
80301001001,MAHATMA GANDHI BASTI,80301001001,08-Jan-21,08-Jan-21
80301001002,HARIJANA BASTI,80301001002,08-Jan-21,08-Jan-21
80301001003,DOKKALAMMA BASTI,80301001003,08-Jan-21,08-Jan-21
80301002004,MARUTHI VEEDHI,80301002004,08-Jan-21,08-Jan-21
80301002005,BANDIMET,80301002005,08-Jan-21,08-Jan-21
80301002006,CHAPAL BAI,80301002006,08-Jan-21,08-Jan-21
80301002007,KUMMARIGUDA,80301002007,08-Jan-21,08-Jan-21
80301002008,RANGUSUNNAM DODDI,80301002008,08-Jan-21,08-Jan-21
80301003009,JEERA,80301003009,08-Jan-21,08-Jan-21
80301003010,SATYANARAYANAPURAM,80301003010,08-Jan-21,08-Jan-21
80301003011,HYDER BASTI,80301003011,08-Jan-21,08-Jan-21
80301004012,MANOHAR TALKIES,80301004012,08-Jan-21,08-Jan-21
80301004013,MADHAV NURSING HOME,80301004013,08-Jan-21,08-Jan-21
80301004014,GURUDWARA,80301004014,08-Jan-21,08-Jan-21
80301005015,PARIKI BASTI,80301005015,08-Jan-21,08-Jan-21
80301005016,GOPALAPURAM,80301005016,08-Jan-21,08-Jan-21
80301005017,KEYS HIGH SCHOOL,80301005017,08-Jan-21,08-Jan-21
80301006018,RANIGANJ,80301006018,08-Jan-21,08-Jan-21
80301006019,KASTURBA NAGAR,80301006019,08-Jan-21,08-Jan-21
80301006020,AMBEDKAR NAGAR,80301006020,08-Jan-21,08-Jan-21
80301006021,SAIBABA TEMPLE,80301006021,08-Jan-21,08-Jan-21
80301006022,KARBALA MAIDAN,80301006022,08-Jan-21,08-Jan-21
80301007023,OLD GHAS MANDI,80301007023,08-Jan-21,08-Jan-21
80301007024,SAJJANLAL VEEDI,80301007024,08-Jan-21,08-Jan-21
80301008025,OLD BHOIGUDA,80301008025,08-Jan-21,08-Jan-21
80301008026,RANGREZ BAZAR,80301008026,08-Jan-21,08-Jan-21
80301008027,VYAS MANDI,80301008027,08-Jan-21,08-Jan-21
80301009028,PAN BAZAR,80301009028,08-Jan-21,08-Jan-21
80301009029,LALAGUDI,80301009029,08-Jan-21,08-Jan-21
80301009030,TOBACCO BAZAAR,80301009030,08-Jan-21,08-Jan-21
80301010031,NALLAGUTTA,80301010031,08-Jan-21,08-Jan-21
80301010032,RAMGOPLA PET,80301010032,08-Jan-21,08-Jan-21
80301011033,JAWAHAR NAGAR,80301011033,08-Jan-21,08-Jan-21
80301011034,KRISHNA NAGAR COLONY,80301011034,08-Jan-21,08-Jan-21
80301011035,SINDI COLONY,80301011035,08-Jan-21,08-Jan-21
80301012036,BARTAN DODDI,80301012036,08-Jan-21,08-Jan-21
80301012037,KANDOJI BAZAR,80301012037,08-Jan-21,08-Jan-21
80301012038,CHIKOTI GARDEN,80301012038,08-Jan-21,08-Jan-21
80301012039,GENERAL BAZAR,80301012039,08-Jan-21,08-Jan-21
80301012040,DHAN BAZAR,80301012040,08-Jan-21,08-Jan-21
80301013041,TAXILA APARTMENT,80301013041,08-Jan-21,08-Jan-21
80301013042,AVULAMANDA,80301013042,08-Jan-21,08-Jan-21
80301013043,SOMASUNDARAM STREET,80301013043,08-Jan-21,08-Jan-21
80301013044,GEETHA BHAVAN,80301013044,08-Jan-21,08-Jan-21
80301014045,POT MARKET,80301014045,08-Jan-21,08-Jan-21
80301014046,MONDA MARKET,80301014046,08-Jan-21,08-Jan-21
80301014047,TAKARA BASTI,80301014047,08-Jan-21,08-Jan-21
80301014048,POT MARKET,80301014048,08-Jan-21,08-Jan-21
80302015049,WarasigudA,80302015049,08-Jan-21,08-Jan-21
80302015050,New Ashok Nagar,80302015050,08-Jan-21,08-Jan-21
80302016051,ShaBad Guda,80302016051,08-Jan-21,08-Jan-21
80302016052,Srinivasa Nagar Colony,80302016052,08-Jan-21,08-Jan-21
80302016053,Savarala Basti,80302016053,08-Jan-21,08-Jan-21
80302016054,Markandeya Nagar,80302016054,08-Jan-21,08-Jan-21
80302016055,Mohan Reddy Nagar,80302016055,08-Jan-21,08-Jan-21
80302016056,Venkatesh Nagar,80302016056,08-Jan-21,08-Jan-21
80302017057,Naguluri Narasimha Street,80302017057,08-Jan-21,08-Jan-21
80302017058,TRT Quarters,80302017058,08-Jan-21,08-Jan-21
80302017059,Joshi Compound,80302017059,08-Jan-21,08-Jan-21
80302017060,Pishalkar Colony,80302017060,08-Jan-21,08-Jan-21
80302017061,Beedal Basti,80302017061,08-Jan-21,08-Jan-21
80302018062,CRPF Colony,80302018062,08-Jan-21,08-Jan-21
80302018063,Brook BondColony,80302018063,08-Jan-21,08-Jan-21
80302018064,Padma rao Nagar,80302018064,08-Jan-21,08-Jan-21
80302018065,Sashwath Nagar,80302018065,08-Jan-21,08-Jan-21
80302018066,Balram Compound,80302018066,08-Jan-21,08-Jan-21
80302019067,Madhura Nagar,80302019067,08-Jan-21,08-Jan-21
80302019068,Namalgundu,80302019068,08-Jan-21,08-Jan-21
80302019069,Muhmmad Guda,80302019069,08-Jan-21,08-Jan-21
80302019070,Uppar Basti,80302019070,08-Jan-21,08-Jan-21
80302020071,Brahman Basti,80302020071,08-Jan-21,08-Jan-21
80302020072,Anna Nagar,80302020072,08-Jan-21,08-Jan-21
80302020073,Pandava Basti,80302020073,08-Jan-21,08-Jan-21
80302020074,Basavatarak Nagar,80302020074,08-Jan-21,08-Jan-21
80302020075,aat(8) Number galli,80302020075,08-Jan-21,08-Jan-21
80302021076,Dadar Compound,80302021076,08-Jan-21,08-Jan-21
80302021077,Mettuguda,80302021077,08-Jan-21,08-Jan-21
80302021078,Alugadda Bai,80302021078,08-Jan-21,08-Jan-21
80302021079,Railway quarters,80302021079,08-Jan-21,08-Jan-21
80302022080,Seetharam Nagar,80302022080,08-Jan-21,08-Jan-21
80302022081,Indira Nagar,80302022081,08-Jan-21,08-Jan-21
80302023082,Medibai,80302023082,08-Jan-21,08-Jan-21
80302023083,L N Nagar,80302023083,08-Jan-21,08-Jan-21
80302023084,Amber Nagar,80302023084,08-Jan-21,08-Jan-21
80302023085,Eshwari Bai,80302023085,08-Jan-21,08-Jan-21
80302024086,Keshav Nagar,80302024086,08-Jan-21,08-Jan-21
80302024087,Ravindra Nagar,80302024087,08-Jan-21,08-Jan-21
80302024088,Seethaphalamandi Railway Quarters,80302024088,08-Jan-21,08-Jan-21
80302025089,Partiwada,80302025089,08-Jan-21,08-Jan-21
80302025090,Railway quarters,80302025090,08-Jan-21,08-Jan-21
80302025091,Venkatapuram Colony,80302025091,08-Jan-21,08-Jan-21
80302025092,Hamal Basti,80302025092,08-Jan-21,08-Jan-21
80302026093,Sri Rama Colony,80302026093,08-Jan-21,08-Jan-21
80302026094,CH Railway Quarters,80302026094,08-Jan-21,08-Jan-21
80302026095,Rangu Bhai,80302026095,08-Jan-21,08-Jan-21
80302026096,Chinta bai,80302026096,08-Jan-21,08-Jan-21
80302026097,Dood bai,80302026097,08-Jan-21,08-Jan-21
80302026098,Ntr nagar,80302026098,08-Jan-21,08-Jan-21
80302027099,Babu jagjivan rao basti,80302027099,08-Jan-21,08-Jan-21
80302027100,Kindi basti,80302027100,08-Jan-21,08-Jan-21
80302027101,Midi basthi,80302027101,08-Jan-21,08-Jan-21
80302027102,Bavani nagar,80302027102,08-Jan-21,08-Jan-21
80302028103,Erukala Basti,80302028103,08-Jan-21,08-Jan-21
80302028104,Boudha Nagar,80302028104,08-Jan-21,08-Jan-21
80302028105,Raghavendra Nagar,80302028105,08-Jan-21,08-Jan-21
80302028106,Bank Colony,80302028106,08-Jan-21,08-Jan-21
80303029107,A-Class,80303029107,08-Jan-21,08-Jan-21
80303029108,B-Class,80303029108,08-Jan-21,08-Jan-21
80303029109,C-Class,80303029109,08-Jan-21,08-Jan-21
80303029110,D-Class,80303029110,08-Jan-21,08-Jan-21
80303030111,Devi Nagar,80303030111,08-Jan-21,08-Jan-21
80303031112,Gandhi Nagar,80303031112,08-Jan-21,08-Jan-21
80303032113,keyes Block,80303032113,08-Jan-21,08-Jan-21
80303033114,Jaya Nagar Colony,80303033114,08-Jan-21,08-Jan-21
80303034115,Krishna Nagar Colony,80303034115,08-Jan-21,08-Jan-21
80303034116,Krishna Nagar Basthi,80303034116,08-Jan-21,08-Jan-21
80303034117,M I G Colony,80303034117,08-Jan-21,08-Jan-21
80303034118,New Bolakpur (Opp Gandhi),80303034118,08-Jan-21,08-Jan-21
80303035119,New Anjaneya Colony,80303035119,08-Jan-21,08-Jan-21
80303035120,Gangaputra Sangam,80303035120,08-Jan-21,08-Jan-21
80303035121,Venkateshwara Nagar,80303035121,08-Jan-21,08-Jan-21
80303036122,P & T Colony,80303036122,08-Jan-21,08-Jan-21
80303037123,Bhagya Nagar Colony,80303037123,08-Jan-21,08-Jan-21
80303037124,S B I Colony,80303037124,08-Jan-21,08-Jan-21
80303037125,Kanchara Basthi,80303037125,08-Jan-21,08-Jan-21
80303038126,Pathang Building,80303038126,08-Jan-21,08-Jan-21
80303038127,Kotha Bazar,80303038127,08-Jan-21,08-Jan-21
80303038128,Kummara Basthi,80303038128,08-Jan-21,08-Jan-21
80304039129,TukaramGate,80304039129,08-Jan-21,08-Jan-21
80304039130,KondalReddy Nagar,80304039130,08-Jan-21,08-Jan-21
80304039131,SaiNagar,80304039131,08-Jan-21,08-Jan-21
80304039132,Vaddaera Basti 1,80304039132,08-Jan-21,08-Jan-21
80304039133,Shastri Nagar,80304039133,08-Jan-21,08-Jan-21
80304039134,Nandan Nagar,80304039134,08-Jan-21,08-Jan-21
80304039135,Vaddera Basti 1,80304039135,08-Jan-21,08-Jan-21
80304040136,Azad Chandra Shekar,80304040136,08-Jan-21,08-Jan-21
80304040137,Lakshmi Nagar,80304040137,08-Jan-21,08-Jan-21
80304040138,NagaRaju Basti,80304040138,08-Jan-21,08-Jan-21
80304041139,Boya Basthi,80304041139,08-Jan-21,08-Jan-21
80304041140,Vaddera Basti 2,80304041140,08-Jan-21,08-Jan-21
80304041141,Lohiya Nagar,80304041141,08-Jan-21,08-Jan-21
80304041142,Vaddera Basti 3,80304041142,08-Jan-21,08-Jan-21
80304042143,Teachers Colony,80304042143,08-Jan-21,08-Jan-21
